address,score,allowed
0xd1942D3982946C86b65AE0F34e4CA5475351fd22,1978,true
0x7Ac389A8a387861FcBC0D171B89d7e978680a1f0,1977,true
0xaCad8D7886BBFABFc2231381A5Af0D1cb3825060,1975,true
0x8Fc87c13830b67cf3d6e82A4207Bc368B58c4C4B,1968,true
0x3F86f18322a888d9b3adef38f127c941bCcc014D,1967,true
0x3045E9bAa118555f1c5fd8C791fF82165Aa3A7ae,1967,true
0x2457C41946205b398030Ca16bF0B71D4BaEe56db,1966,true
0xC2017439b2Ab883c2949c20469B36485b770B812,1965,true
0xf6dF8128E3B7A579C2daC631B1DAdB12A4fbF0b2,1962,true
0xC527Bcb5328f9f118074B03ba1BB07Ecc44C22A7,1960,true
0xC27C64cde3635A30035817CC86B10D0104EB405E,1957,true
0x3b2a887Ca2d31795F664Cf34db66B6e5F80144ba,1956,true
0x8335659D19e46E720E7894294630436501407C3E,1956,true
0x03c4CB5A2D8AD62aA33d4AA128725610a01B962D,1956,true
0x0b470e2d3c90B49962Fd5A5Df8a57CCaD736eEE0,1955,true
0x7FF4F8FE1dBbBA8Dc27103359BF96e97a4d44114,1955,true
0xc3f6fbb266CA1A8beB5c509F89c742B3C2038009,1953,true
0x2F0830b9cC296e5BAeF35381A78E77F42A1fE4Ad,1953,true
0x73B41FAfc67fbee0Afd35EAEAba76e7468083f07,1952,true
0xb40969F60BfA246A09593099DAce2dDD543254A3,1951,true
0xd83f76f728e0BbBbaEF7f0345cd8A1186AA94bC3,1950,true
0xd7Fc4Ab828AFc1bb4b217f337f1777Ca856Efd12,1947,true
0x00AF05C526Cb663aa0d08130FADd383346a80229,1947,true
0x216E6479AaD3E26fcA05a0921d3d7eB88071Bada,1946,true
0x6d5d4fb55c61019c5eb9236c3da58c774B8232D1,1946,true
0x548e7a1d16d1487b8223BD5Ec1a14341DfB64D48,1945,true
0xA882fB71aA1967A6a8aa11375F8abd5FeE5BDD6a,1944,true
0x79C26b3468Fea1cA206c918758d978cA9079BD39,1943,true
0x44921390883DfFacb5318154608318903a548907,1942,true
0xE43Dd557405384DA34ee0Aa315d4804AfC6eE2f9,1941,true
0x0751D28d37D840123186CfFc768c0662278f0764,1939,true
0x7c6CC4fc9f054F851aa9aE3577087f00e017db5A,1939,true
0x12b6d12A6b5d23804c94ec1e40E0DF5e91BD0cc0,1938,true
0x1cCd4FE35BdE55147F0fb17DadC8Dd3702705cd9,1936,true
0xe01A97FC4607A388a41626D5e039FDEcbfC6ACd9,1934,true
0x75311b57626C7c204dbb3B84679DC0182c7a4ca1,1934,true
0xa70ef67097C5680A38602de64eb5665E8AE7f659,1934,true
0xcd0b67a61E5e8F4616c19e421e929813B6D947df,1934,true
0x5F2da3Eee5d389ab1EA7D871d4196905903e37C0,1929,true
0x9EfF5B715d0E2C0ecDacB029C742dD516A751213,1929,true
0x47bDcF47753fBD125Ac7A6305F550eB0362617F8,1927,true
0x8ACFe17a5Fe62966A27E579e28c10e936de614f2,1925,true
0xEF76c42A5A51EC023955d67546e3E56a624BA2e2,1925,true
0x9d6f305070E011b377B0FCa73C6F9dcAd6FA0Dc0,1924,true
0xAE01a9f15b278239CFb64D4D74bBA7a0b1cF900D,1924,true
0x15c6E23110513Ab0843Fdf06288736cEDc9aE222,1923,true
0x8924ac1196E2ae89603925B6e001Dd14E3f7fDFf,1923,true
0x200998f1c6bb56b100752C9334Dd445c7d0740c3,1923,true
0x2C8B5f6E7CFbaA12226Eb288Eb75624016cD1727,1920,true
0x648aA14e4424e0825A5cE739C8C68610e143FB79,1919,true
0x5849Df6c474845a421DE33b95eCE4f27195d3d04,1919,true
0x708C5f0F00C4C2085a0Abb3b2f035C33B2AE7f9A,1918,true
0xb2580c5E3D49f9DC13508BC6cBc312619442C28C,1915,true
0x33662e2a6F52348B8808903d948ad0456Fd57B31,1915,true
0x9bDFeFC1A253Aa0973E5C361AaD57E27E9d02369,1915,true
0x4298e663517593284Ad4FE199b21815BD48a9969,1913,true
0xF734c4F9Cc563F25A76fF7eB6D216b3870A0aa25,1911,true
0x17A9664077a3B50682d5C12415c3e88C23377708,1910,true
0xf420354Dc49E96CEcD9c8C3c679e4De846306BD1,1909,true
0xE2AeaE6b697c63DA059eF107BB9cB606F1630693,1908,true
0x60Df8a187Bd4edC720E272f6Ea0d068355Ef39aB,1907,true
0xCdB0C8d309DEffC90cBb5d7a46dE07139f5aEE08,1907,true
0xF7c7C356Ec3BbDD7aE794d13fA011c8574F06d51,1903,true
0xB4bf38804770e7a999A7eb2Eb4E233Ba56B28eE6,1903,true
0x849151d7D0bF1F34b70d5caD5149D28CC2308bf1,1902,true
0xbbDd1b3C87c211E482CdA98eA14fa8bF50022CA0,1898,true
0x1ec053f5515Ed60169D630040A3aACf7b895C660,1898,true
0xa6d8B022A5F52E9B8B0C842246ceAFC95162C884,1896,true
0xc6eAAcAa6De1b7C98Ff558Da46E0Bbd62a333885,1891,true
0x5ca12f79e4d33b0Bd153B40df59f6DB9eE03482e,1890,true
0xEac0fbBA47ea4D3ffF69019527092568492f2450,1889,true
0xB17CE51515Af46F2Bc6fFD8bA0AC0E7D4fB1e6D4,1889,true
0x10d4b0A84c386a0736f3D4f4DC4e5C64c50F5E55,1887,true
0xDcaE87821FA6CAEA05dBc2811126f4bc7fF73bd1,1886,true
0x06d3F79A29702d1Ae2f63DDC2A8D922E1971F288,1885,true
0x86FA9b78aa4c527F0b9f47a3910Ee30C4b67bACD,1885,true
0xfF9F20367488f3386A97bc3897798b0e8Bd1b2dA,1882,true
0x8BD467562fb0FA218139b0550009d764007e9D2D,1878,true
0x595170Ff30508f85F94F1C28261f6e624fA72fC5,1875,true
0xdBd47F66aA2F00B3dB03397F260ce9728298c495,1874,true
0xb4762e53f626896af5D184183D9613d9E441A744,1873,true
0x090928b9327258f9B12ed9DCb9f64fB00e37c872,1871,true
0xc668eE5E6fc05A9106BD5080156656F33049d3c3,1870,true
0x5C04911bA3a457De6FA0357b339220e4E034e8F7,1867,true
0x66c20Bc2C40755635957931c3c6288fAC27187C8,1867,true
0xFf67eb421d06f6c47406142223443bf3A64dE029,1866,true
0xe7D687F75778471118898C589e5f7ba1580dd97F,1865,true
0x0871deb34BFd2052b1c10dC4f6c0912A2A47e927,1864,true
0xd4cd5EF0F09A8607A4aa0d5a42dbb6d72E2A39FD,1859,true
0xF4B0556B9B6F53E00A1FDD2b0478Ce841991D8fA,1859,true
0xFEE9B3fa4d033879cbD1c96CDc102fbDC006e781,1856,true
0xbB967D46dc3e5D0e300644DD15e3e1678100d70b,1855,true
0xC774967C189746cbFc4F2f1b2F46BFa1C70F8fcC,1852,true
0x112630bA98300A8FB0aF4EdDB42449c03fC65a58,1851,true
0x2BBAD01F50EAE735F95050b62E3a7d0c4Cf8f6Ca,1850,true
0x3fC1832f425f5c491d6A6B6f9DF1783F7E591959,1848,true
0x6046D412B45dACe6c963C7c3C892AD951EC97e57,1845,true
0xb4D64772218d36f97974E8bB6eF0D01b026c9a14,1844,true
0x6CF7f0cF30B4C247873aEFbecfC68Bfa7a88F231,1844,true
0x8Dd13798Da3f75A472529aFE5B76e6a74c962b84,1840,true
0x7A34D9f712C28A121Bf8cf1A099C2F6Ed83FF0e5,1840,true
0x1D523618970786083e7e618cca7890D385573b6e,1839,true
0x9Ce3510f0c1Cc1f406147089411E8245D7fe6ac7,1837,true
0x0Bff926237388495E68d58C1616F3D147Ff33dbD,1835,true
0xb71dF6d2Be1Acd8857a8BfAE7681dB0683993582,1831,true
0x5d4781E7E03822Ae75e2ae5d7442102a01b6E1A1,1831,true
0xb237247680A657A6f5CA443b90B234868626e086,1831,true
0x51f1EA9Aa6211F2c163b195aB8a35f4886bbF81A,1831,true
0x0B96940D7409FA9b5E5d86F03c4847Ef5b97746B,1829,true
0x2cF042aEca9BB4eE8Bc939b50F09F94FA78897b6,1827,true
0x51Ef14B10A422f7Dc67a2dB7FE4778b6fffdC82C,1827,true
0x5FD2C02689d138547B7b1b9E7d9A309d5A03edCd,1826,true
0xdbCc6698d4686EE3fba49c2245072460594efE6E,1825,true
0xE55c9840eb6Ba1c75160Ed611E3C72Bc438dCA54,1824,true
0x57897B44A9e41349072F8639A3996C3dbBeF5c41,1820,true
0x30e36661C83CA0837865Be7460d1b1abf19c97e4,1818,true
0x064f5692B711FE69Cc10ef3848bA659B8B6dCEfa,1817,true
0xb0bf6F6Fd3C8bD194d94d39a41FcB99FdFfb5273,1817,true
0xd595710aedABa1d2e18BFdBAB46Ab796664c6D89,1816,true
0x99348D690DE2E481cd1Ef33F2dB5c2Cce9dd6c25,1816,true
0xf93063F19F893bfaaD1D194f635BD467E5C2aDFE,1815,true
0x60519d65cA55529AF5c76B0aa0E25f9aE4891b0B,1814,true
0x68f545BA4D8915d2A8BCfB8128F5b0e356A9a6b2,1813,true
0xBf5014f75B849195C3FB286B9073a3F7CE585d7d,1812,true
0xd0232776459fDF134AE7EA2E5AaAE58904fc3bFe,1810,true
0x9d528bfDef21538303A59D5284801299DdF64e37,1810,true
0x90729C2e72C2B1bdA7EA42042fc6C75eC09F0e68,1808,true
0x5b197E3eE6770518f6F2735274522F48aBd69864,1808,true
0x507183c8B149F5B20F57114d25698ca1f4ec5ac7,1807,true
0xcF10B967a9e422753812004Cd59990f62E360760,1807,true
0x6a3867484b29744C6d01B9040A0515711828DEB0,1806,true
0x88B38c0a95f402c9812fE00b974Bfe7aED8adA11,1806,true
0x752579C6cB68f413EAA193478D984eF84773FD76,1805,true
0xA2E62F07A4bAaE742E79eE6166FB10d02FaDAbf1,1805,true
0xa91cA7B31b54ef299EECFaFD456057154A9b3A86,1803,true
0xF75d1102F31b2F030f2cbEF207e81B83703400d0,1803,true
0xc0Ad8592b825b85d56e4a8aF2C842463fBe76c4E,1801,true
0xF01900C7fC5e0076b09688DC034d6165989CcCFF,1800,true
0x3259A1d873EFb9dcD806964A1B388Ee33F5e5fbb,1800,true
0x7B8a6e7777793614F27799199E32E80F03d18dBe,1800,true
0x773E46b1b1A9B0e976c1e6774350f84eDb40da42,1800,true
0x92e9b91AA2171694d740E7066F787739CA1Af9De,1800,true
0xDF1e3abB229d42A182aD61ce8a63355a8A3EB0F8,1800,true
0x7A214d7a0a61aEba193d9E39c57c4f4D9fe20c7a,1800,true
0x02955D69d33f1d811A8431B237841813F5A07338,1800,true
0x418C05da8f5BC3bBAF64D2F4350A889c274C027c,1800,true
0x1B5EBaaCE21877999E9c8c9aE5CdeBbA2a981CE0,1800,true
0x224a5ba2c04b66E97743d5Bea1D6dA6Bee8B6a8A,1800,true
0x7E1B0e18D0e5b4227d122c6E40A1bF07b9E35A11,1800,true
0x8513FAfE1813B6ec3BBD9fc4BAF5340bda8D670B,1800,true
0x4D5285E44b04CD06fB889B0B67767169C02D75C1,1800,true
0x9c2F43858fbD946b5189803488F0d8e35A608d4F,1800,true
0x0B7576A64A0F4b4924D55eD328Ede4979446521B,1800,true
0xCc3Fe90ef963243BC2e20d748CaACbd7241337AF,1800,true
0x4d108FC1D0cD7C14d85996599D6C3215A92a5c47,1800,true
0xA1a3a4964Eb5b92318C148706caAdCAF19E705aA,1800,true
0x66979BF23C37Ada615642db9148919136E18955E,1800,true
0x4e848cB280BA065F44e64F923A78a52141033F09,1800,true
0x5a6741B548e6656286B808B0610C0A0df9Ed0ff9,1800,true
0x31B3505945E5E4386C7CF955C552fdb2048A5563,1800,true
0x45E5d313030Be8E40FCeB8f03d55300DA6a8799e,1800,true
0xfBE37D048883F3D91FcF9DFA90B7586bF8a45322,1800,true
0xb24aD05c8925BfB1A1Db9E2C5bC2ABAf2C39fc31,1800,true
0x9C4F8c9d3A94A1822Bd5D4A829903d4e114eE9A1,1800,true
0x0D0D9e36ea92CEd0670dB481804445B335b29738,1800,true
0xA68627af7967C26BFD08FfC90C2C5F8D959A2F01,1800,true
0xBd76867eb4198DCC871CA3fd30817a31c38f9dd3,1800,true
0x44bE44B91576Ea0e5D57B7d00088EDF2a9c3a828,1800,true
0x9442E251f839EF877266E956B34D4930697D9F81,1800,true
0x89FCb042D49E520b7bF1294BBd26f065B4531B99,1800,true
0xE10721A627Cf9b958c921619A864491455f23734,1800,true
0xbCe4f2ba047BFd2d10E4F22A9b991DE793625C8D,1800,true
0x124ac4BE876bB5826Cb3c9600b13611aE63eb427,1800,true
0x5F7a8fb8cc29e795ba19191Dd74D69A90cDADB88,1800,true
0xc7908355E5D6c98DCd0AC4A534fF425ec769F788,1800,true
0xed2F0d1DA57d6Ce43407C922333e797Ac843444C,1800,true
0x830343b9092B203EaBd27B82C3EA57DDe4aA9e8A,1800,true
0x2fd1a8e50C2157d702D4d37FBDCeCD628270a2D7,1800,true
0x1aDf4BA7111100b7A7bFd82783d82Cd42823B1E8,1800,true
0x27Ca40b4Bb1416C7217662AB4631930Ad0119327,1800,true
0xE6e8A8cAE5f8d8f275bD1E4361086031eea50b6b,1800,true
0x26fEfFf904F058522F55d560F6B4a72815a889E5,1800,true
0x2546ae4ba12Fe852130805bf895F8Cd0A996D414,1800,true
0x618Fd347E5f67dfFA5dd7011B517c1e9C9e9fc39,1800,true
0xC9D611489Bd9fbD077B693516A51822986E82cF7,1800,true
0xe498e919dc961700c8d0F4a507344467A49609fa,1800,true
0xD6bba09DeE0DdC465c22a23cb8548a524eb994c8,1800,true
0x90e06d2d9705c181Bad2A4e7c3DcA13631a6f479,1800,true
0xd1c805676244085838262806fFb92b21421e5B8d,1800,true
0x2DD6BEea34A858c4db20D00d0829e851E7FF364F,1800,true
0xBf5a21c7CA68220968f9817Bc91E52305E4B1B97,1799,true
0x6dacb7352B4eC1e2B979a05E3cF1F126AD641110,1799,true
0x40EbF8a762801D1706D9D16A8abFEc4c452d15e5,1799,true
0x1DbBEc72Fc72406851aB9d42c18dc52aBEbBB287,1798,true
0x5d47e5D242a8F66a6286b0a2353868875F5d6068,1798,true
0x8E79742adB81ed3CE83C2478C77BB14bB0Ad0280,1797,true
0x57f1d3Ae3F15E79dD826024ec52B4d858E907e22,1796,true
0xCdeC60F0EaeBc4Bb0fD891B3684cF4c17Db43C2C,1796,true
0x15bD815A3F6Fb351b06Df8B0b82e0bE63a529270,1796,true
0xEC36697c3C8C8E385b37e17Df40dBCbE2dbd9ffC,1794,true
0x52665abFD59C7Fd46aA8fA947Aae3316C722139b,1794,true
0x1aA666D676Fde62ae9477c75e7F501f214D1849c,1793,true
0x82BAC937BF4849dee9731968cA867258ACEdd769,1793,true
0xf9913aCc8BBD3C6933644A6610F3FB11914cEB8B,1793,true
0x27B737DAEba85B46A9faf17718E1DB578a02147C,1793,true
0x649aC22544f6c9c2f1645EA0c76959257065F59C,1792,true
0x3Ee6ed7ee96A5901426963b8a756dC7ca33c6191,1791,true
0x2094C4b11D8F34f1d200302EfDA5afC82AAE9c2b,1790,true
0xE042f715C1812cbe1EFe004Dd4c7bFE81C1e65eB,1789,true
0x663F61143eA95E2868003C629A9E465C00Cd071d,1789,true
0x0cd63420ea691CE835fA06F680680ba162445523,1788,true
0xB3623D62FF30fadB5B2e127C07cab0D1b0808276,1788,true
0xb06145Bc400005e39509A43ca62F521476aA7D4f,1787,true
0x001461c431645AE6f6279054B6572BcBf66D2a91,1787,true
0x10A26041ccecC5844F24cB655d45332aB33d2B80,1787,true
0xD2bC00b438fB54C6366E3F9aA77944755b509B94,1786,true
0xB6C2bBEbc94a910e0fd37267DAB56fb2130dbb97,1786,true
0x43F23B601Bae4f98b535665FEC67508807426C85,1786,true
0x5f0C93B26413084099ac7fEf84E1B2D101104172,1786,true
0x9c0868A6b96ecAc9D48584b0bE0944fefD268496,1785,true
0xe4a8840ba281865797cfaf7Bcfc0876771285643,1785,true
0x10491F92A279883a028E49281265b61040B6b433,1784,true
0x6227027bAA9903051BF600E3e9A211340311d2CE,1784,true
0x7Ee2509673aC4f23ee85b1d83451EB7A30541670,1784,true
0x373418C5B99885cE346EF2b1745c855Dd129AA84,1784,true
0xEAe5eae3a02fA1ce0a1Ab618d64817E7598dcd64,1784,true
0xF70Fa1b8443c620CA7d43a9d17F4bDe8B09031CC,1782,true
0xb2d292c645EdC15b212f8b23E177C5563aB06023,1781,true
0xb4DF8032F321A7192ac81AafE7fAB0dec25abA3A,1780,true
0x098491CfCdDcF76F4e56a22EA5EE588a00651905,1779,true
0x2035e784CCec8B7c636e72507240dac8F0875A93,1778,true
0xED721dC63328be92A08b6b7D677e11100C945eA9,1777,true
0x6beEF2B2fE00FDDCa12A8CDA2D4B00435b0ba3b6,1777,true
0x787b22e4c88b4b35516F4A8464CA3fF57995EB53,1777,true
0x8Fb16cbC982fC0b2dE681E410103863169249dB5,1777,true
0xd3d2f7704Fe3836c7cE3B91E45E727368361d911,1776,true
0x8DbF815Dc6D182eBe67520379663901C23478ce6,1776,true
0xE79f4C334201ee5e3c10655C161Efd047bEda28b,1775,true
0xf56345338Cb4CddaF915ebeF3bfde63E70FE3053,1774,true
0xb81e594CF546360DBCca737C2cA01FF9B3F3461b,1774,true
0xd16E596d6F9556e0fC79A15DD26c22349912B4dA,1774,true
0xf2A863F9Bab6a9777c91ca0579449cA8FcD9F80d,1774,true
0xFAa8dbD5D5E604953b00e6AB7580fA1298602793,1772,true
0xbbD374C2F509C350B41e547941Bb7527A7fF3Bb0,1771,true
0x64d9bB34491659a5EB126588C523c50E5e5CFD48,1770,true
0x4F91347Ad6d05F4d8E1c601341C8045CC52Cf11b,1770,true
0x2DC40e8870D2be54723A60aA8Ba65a842dAff332,1769,true
0x97E828D07D21C2626Fce0A24236F72DB5FEDAaD5,1769,true
0x5750C56094E65E7Ae3BA7925ec9B439465756635,1769,true
0x6c3b869A33d76EFBC3766d9663D9edd646815F2a,1768,true
0x4bbB2110d6152AA871Ea808621Ca0c1f22a9fA83,1768,true
0x3fe7c089077E29B2A1d258533F6Ad718E0f9F05e,1768,true
0xB65E50DA9087c4943Da50baCF65D3cB7bAf2f761,1768,true
0xf05240D00E4C117BaC60e3BADD41C04bd105D3aC,1767,true
0x35da9176fC951CEd322632864EeebcBC88abdB62,1767,true
0x749BC57DA4B9861798A2086E3fbe2ff3fb045140,1767,true
0x3F0F20e86564D3c66252355f8d8ca7F329FE7A00,1767,true
0xc5F59709974262c4AFacc5386287820bDBC7eB3A,1766,true
0x9fd8788496E2EDb846789D788EEe952Bb8F65014,1766,true
0x66Ca45e79746984385d185dCC000FAE482123072,1766,true
0x107C22851B69A19759Df895A7b25F578A8390e6e,1766,true
0x3B12Bfc36931155A8Dc26c6636D0C888E9a3F55C,1765,true
0xf2cB1cAf152c6e36f1FF1A1C8eb88232221cCdE0,1765,true
0x251384107FCAA63b45e15b08804AF40db90A922e,1764,true
0xA103Fb1C5E966758a6fda8072B189920309Dc60d,1763,true
0xDBbb3d58287eBA06e583C808560b9b58640c693E,1762,true
0x7e5f9A42b0ac1ef98Fe905e293CDca3023e71f66,1762,true
0x993A6d9e36eC633A03a74F1B2f8AA8B8a7c12816,1761,true
0xf08DB317B3f16D9FDaF8341317e2B63BeC2d0964,1761,true
0x9Db015B041f30f8092717f9FA2733605f9E5eFfF,1760,true
0x11ec1bD59eFc667C5d9bbb5b5Cd365DeC8dEe2cB,1759,true
0x8f2df56bCeCB03e9118a8c78b454e7eCf1592872,1759,true
0x2BE68486FD2EA6A7a4C63EED04069C0002bD845A,1759,true
0xd3a1AD4f432bda630dC4D7C48D0A13c1bCabDb91,1759,true
0x4B9eDFaDE2849698Be6BeA22fb84d0fe0Da3A249,1758,true
0x565cea2Fd86FF22694ad53167E715FB81F4395AE,1758,true
0x909d3C000baa83a64811eC0f41da55ec0EbB8A67,1758,true
0xf09a9E448c4aE0a813D4489dc3424CfaAad42026,1758,true
0xEa9F8D4a2349EC791d50C280B7BCf28E837ce4F3,1757,true
0x42Fe01A213a6588d7958e3BfdA09A08b58cbbbd2,1756,true
0x95CcD35Ee17Cce0ebF8A579B2877377Aa898295C,1756,true
0xdbc2c8d9e8B2fB44d95750DB1BE97dad4ab57005,1756,true
0xe1b4ABC0Dac4Ca961e7ea2BA4Ed96710404ED848,1755,true
0x46f71831F063e293b14f32CdC42Fb3A7021c4b4A,1753,true
0x2A5aD14250F9eeB2CD6598C59E2786f70c171b65,1753,true
0x41f8735006Ba3F7325A059CeDB635A942A1aC5C0,1753,true
0x428BA87Cc89d457eA0754B7FA8bf39cFb53eD63a,1752,true
0xC950A5B78898919660745436229d7a7e70Fa2a6a,1752,true
0x7714e48361c1A2f250A1D2C0b82E3A7b7d1f0b50,1751,true
0xCFFE08BDf20918007f8Ab268C32f8756494fC8D8,1750,true
0x9023Ef16968FFea318838A223ef2A79bd9f99F88,1749,true
0xec3b268315B3C93bB1a71D5d4823533218e76b4E,1749,true
0xD32c9CCfC3a7E4f3B452201B9d7608ef2990CF3e,1748,true
0x29eB182B934780bB25C4656268Df4C919225E707,1747,true
0x8516e9326F2058b95ED9a6433d11Dec9F3EA3C94,1747,true
0xfe67d1249E2555a051069CE6cD46021B7fd63f82,1747,true
0x73E2f7BCC702638876aaef814E660A52b8299cDb,1746,true
0x15E4B20B24317f2BCFE075BC051FC82b35686c9f,1746,true
0x66D5527411d821cB513f2D214BBBC0ad73586b35,1745,true
0x6d9ed472Da62B604eD479026185995889ae8f80e,1745,true
0x75b042943AA8E09005Ed01B4a9c9F9F4cf85605D,1745,true
0x73A89d66aC6ef7ea070205cD5151ED33979a1ef8,1744,true
0x302e233a9118886b17fa75E3A7E25313D34c41db,1744,true
0xFC397502e11b8e08935Df2295eCB8A79D2122975,1743,true
0x54021E58aF1756dc70CE7034d7636De2D2f1fA74,1742,true
0xef580B387E9dFC50fbb07d30667aBE0e7c8CC833,1741,true
0xE35e2E4624987575dFD263b124a3999E180b8b89,1741,true
0x34b5f399cc5A1dD491666c9866941FB8E8D09746,1741,true
0xe9aa76f2f3F0322725D018bceCD29269F0d2f20b,1741,true
0x6F69F79cEA418024b9E0acfD18bD8DE26f9BBE39,1740,true
